Opening,YYYYMM,Count
Sodium Attack,201302,8.0
"Englund Gambit Declined, Reversed Mokele Mbembe",201302,4.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation",201302,3.0
Sicilian Defense: Drazic Variation,201302,20.0
Queen's Gambit Declined: Anti-Tartakower Variation,201302,2.0
Russian Game: Nimzowitsch Attack,201302,4.0
"Queen's Indian Defense: Classical Variation, Tiviakov Defense",201302,1.0
"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation",201302,
"King's Gambit Accepted, Bishop's Gambit, Cozio Defense",201302,6.0
"Sicilian Defense: Alapin Variation, Sherzer Variation",201302,7.0
"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",201302,17.0
Three Knights Opening: Schlechter Variation,201302,5.0
King's Indian Attack: Yugoslav Variation,201302,9.0
"Ruy Lopez: Open Variations, Open Variation",201302,12.0
"Pirc Defense: Austrian Attack, Kurajica Variation",201302,3.0
Montevideo Defense,201302,6.0
"Englund Gambit Declined, Reversed Krebs",201302,8.0
Semi-Slav Defense: Accelerated Meran Variation,201302,4.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",201302,11.0
Benoni Defense: Fianchetto Variation,201302,1.0
Bird Opening: Mujannah,201302,1.0
Nimzowitsch Defense: Scandinavian Variation,201302,17.0
"Torre Attack: Classical Defense, Nimzowitsch Variation",201302,8.0
Petrov's Defense #5,201302,7.0
"Latvian Gambit Accepted, Main Line",201302,9.0
"Russian Game: Damiano Variation, Kholmov Gambit",201302,20.0
Slav Defense: Diemer Gambit,201302,11.0
Zukertort Opening: Double Fianchetto Attack,201302,1.0
"Ruy Lopez: Exchange Variation, Alapin Gambit",201302,5.0
Center Game: Charousek Variation,201302,
Caro-Kann Defense: Gurgenidze Counterattack,201302,1.0
Blackmar-Diemer Gambit: Teichmann Variation,201302,31.0
Slav Defense: Bonet Gambit,201302,9.0
"Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation",201302,1.0
"Nimzo-Indian Defense: Classical Variation, Berlin Variation",201302,4.0
Blackmar-Diemer Gambit: Pietrowsky Defense,201302,10.0
System: Double Duck Formation,201302,6.0
Ponziani Opening: Reti Variation,201302,1.0
Amazon Attack: Siberian Attack,201302,4.0
"Nimzo-Indian Defense: Panov Attack, Main Line",201302,11.0
"Italian Game: Scotch Gambit, Double Gambit Accepted",201302,7.0
"English Opening: Anglo-Scandinavian Defense, Loehn Gambit",201302,2.0
Old Indian Defense: Two Knights Variation,201302,6.0
Dutch Defense: Blackmar's Second Gambit,201302,1.0
Russian Game: Classical Attack,201302,28.0
"King's Gambit Declined, Miles Defense",201302,11.0
"French Defense: Rubinstein Variation, Blackburne Defense",201302,18.0
Tarrasch Defense: Schara Gambit,201302,2.0
King's Indian Defense: Makogonov Variation,201302,1.0
Lion Defense: Lion's Jaw,201302,23.0
"Blackmar-Diemer Gambit: Lemberger Countergambit, Simple Variation",201302,3.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",201302,5.0
Indian Game: Omega Gambit,201302,30.0
King's Pawn Game: Pachman Wing Gambit,201302,2.0
"King's Gambit Declined, Petrov's Defense",201302,10.0
"English Opening: Agincourt Defense, Catalan Defense",201302,1.0
Slav Defense: Geller Gambit,201302,
Nimzo-Indian Defense: Ragozin Defense,201302,
"Ruy Lopez: Closed Variations, Flohr System",201302,2.0
Sicilian Defense: Hyperaccelerated Pterodactyl,201302,32.0
Latvian Gambit: Mayet Attack,201302,8.0
"Philidor Defense: Lion Variation, Lion's Claw I",201302,
"Italian Game: Evans Gambit, Harding Variation",201302,9.0
King's Indian Defense: Accelerated Averbakh Variation,201302,4.0
"Italian Game: Two Knights Defense, Ponziani-Steinitz Gambit",201302,2.0
Dutch Defense: Staunton Gambit Accepted,201302,2.0
"English Opening: Symmetrical Variation, Full Symmetry Line",201302,6.0
Zukertort Opening: Speelsmet Gambit,201302,3.0
Sicilian Defense: O'Kelly Variation,201302,22.0
"French Defense: Tarrasch Variation, Pawn Center Variation",201302,3.0
"Italian Game: Classical Variation, Center Attack",201302,13.0
Blackmar-Diemer Gambit: Diemer-Rosenberg Attack,201302,4.0
"Queen's Gambit Declined: 4.Bg5 Be7, 5.e3 O-O",201302,8.0
"Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation",201302,4.0
"Alekhine Defense: Mokele Mbembe, Vavra Defense",201302,26.0
Mikenas Defense: Cannstatter Variation,201302,4.0
"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",201302,10.0
"Semi-Slav Defense: Meran Variation, Wade Variation",201302,1.0
Nimzo-Indian Defense: Romanishin Variation #2,201302,2.0
Old Benoni Defense: Mujannah Formation,201302,2.0
Benoni Defense: Four Pawns Attack,201302,3.0
"French Defense: Alekhine-Chatard Attack, Spielmann Variation",201302,1.0
Grob Opening: Grob Gambit,201302,5.0
French Defense: Pelikan Variation,201302,12.0
"Gruenfeld Defense: Three Knights Variation, Hungarian Attack",201302,10.0
Ruy Lopez: Morphy Defense,201302,26.0
Scotch Game: Modern Defense,201302,2.0
"Caro-Kann Defense: Karpov Variation, Modern Variation",201302,2.0
"Sicilian Defense: Dragon, 6.Be3",201302,20.0
"Philidor Defense: Lion Variation, Lion's Claw II",201302,4.0
Slav Defense: Alapin Variation,201302,15.0
"Latvian Gambit Accepted, Leonhardt Variation",201302,
Sicilian Defense: Buecker Variation,201302,6.0
"King's Gambit Accepted, Bishop's Gambit, Lopez Defense",201302,3.0
"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",201302,
"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",201302,1.0
"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",201302,1.0
Philidor Defense: Lion Variation,201302,6.0
"King's Pawn Game: Tayler Opening, Inverted Hanham",201302,
"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",201302,4.0
Van Geet Opening: Liebig Gambit,201302,
"King's Gambit Accepted, Mayet Gambit",201302,1.0
Queen's Indian Defense,201302,30.0
King's Indian Attack: Omega-Delta Gambit,201302,
Italian Game: Jerome Gambit,201302,4.0
Queen's Gambit Accepted: Smyslov Variation,201302,1.0
Dutch Defense: Fianchetto Variation,201302,2.0
Modern Defense: Norwegian Defense,201302,11.0
Dutch Defense: Korchnoi Attack,201302,12.0
"Ruy Lopez: Open, 6.d4 b5",201302,
"French Defense: MacCutcheon Variation, Chigorin Variation",201302,2.0
Gruenfeld Defense: Three Knights Variation #2,201302,1.0
Bird Opening: Horsefly Defense,201302,1.0
"Sicilian Defense: Scheveningen Variation, Modern Variation #3",201302,4.0
Italian Game: Rosentreter Gambit,201302,3.0
Creepy Crawly Formation: Classical Defense,201302,10.0
"Queen's Gambit Declined: Orthodox Defense, Main Line",201302,
"Slav Defense: Exchange Variation, Schallopp Variation",201302,3.0
"Italian Game: Two Knights Defense, Traxler Counterattack",201302,5.0
"Four Knights Game: Scotch Variation, Schmid Defense",201302,1.0
Van Geet Opening: Berlin Gambit,201302,6.0
Sicilian Defense: Gaw-Paw Variation,201302,15.0
"Benko Gambit Accepted, Fully Accepted Variation",201302,1.0
Nimzowitsch-Larsen Attack: Polish Variation,201302,5.0
"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line",201302,6.0
"Neo-Gruenfeld Defense, with 5.Nf3",201302,1.0
"Sicilian Defense: Scheveningen Variation, English Attack",201302,3.0
Budapest Defense: Alekhine Variation,201302,5.0
Russian Game: Modern Attack,201302,23.0
Polish Opening: Myers Variation,201302,
Scotch Game: Potter Variation,201302,8.0
"Dutch Defense: Classical Variation, Blackburne Attack",201302,
"King's Indian Defense: Orthodox Variation, Positional Defense, Closed Line",201302,4.0
"King's Gambit Accepted, Kieseritzky Gambit, Long Whip",201302,4.0
"Bishop's Opening: Berlin Defense, Greco Gambit",201302,
"Ruy Lopez: Morphy Defense, Jaffe Gambit",201302,
Queen's Indian Defense: Fianchetto Traditional,201302,1.0
"Philidor Defense: Hanham, Kmoch Variation",201302,
Neo-Gruenfeld Defense: Ultra-delayed Exchange Variation,201302,
French Defense: Henneberger Variation,201302,
Modern Defense: Improved Maroczy,201302,
French Defense: Alekhine-Chatard Attack,201302,6.0
"Gruenfeld Defense: Exchange Variation, Spassky Variation",201302,5.0
"Caro-Kann Defense: Advance Variation, Tal Variation",201302,11.0
Ruy Lopez: Lucena Variation,201302,4.0
"Italian Game: Two Knights Defense, Steinitz Variation",201302,1.0
Queen's Gambit Declined: Cambridge Springs Defense: Bogoljubov Variation,201302,
"Sicilian Defense: Richter-Rauzer Variation, Modern Variation",201302,1.0
"King's Indian Defense: Orthodox Variation, Bayonet Attack",201302,
"Catalan Opening: Closed, Main Line",201302,
"Pirc Defense: Austrian Attack, Unzicker Attack",201302,2.0
Alekhine Defense: Hunt Variation,201302,
Van Geet Opening: Dunst-Perrenet Gambit,201302,8.0
"King's Gambit Accepted, Bishop's Gambit, Anderssen Defense",201302,2.0
Scotch Game: Paulsen Attack,201302,2.0
"English Opening: Symmetrical Variation, Mecking Variation",201302,3.0
"English Opening: Symmetrical Variation, Double Fianchetto",201302,
"Sicilian Defense: Accelerated Dragon, Maroczy Bind, Gurgenidze Variation",201302,
"Scandinavian Defense: Anderssen Counterattack, Goteborg System",201302,3.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack",201302,18.0
"Italian Game: Two Knights Defense, Kloss Gambit",201302,9.0
Pirc Defense: Roscher Gambit,201302,12.0
Sicilian Defense: Richter-Rauzer Variation,201302,8.0
"King's Gambit Accepted, Breyer Gambit",201302,2.0
"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",201302,6.0
"French Defense: Classical Variation, Tartakower Variation",201302,3.0
Alekhine Defense: Kmoch Variation,201302,
"Sicilian Defense: Sozin Attack, Main Line",201302,1.0
"Sicilian Defense: Najdorf Variation, Amsterdam Variation",201302,5.0
Nimzo-Indian Defense: Kmoch Variation,201302,4.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",201302,31.0
King's Gambit Accepted: Ghulam-Kassim Gambit #2,201302,
"King's Gambit Accepted, Rosentreter-Testa Gambit",201302,
"French Defense: Tarrasch, Open, 4.exd5 exd5",201302,5.0
Russian Game: Millennium Attack,201302,
"Center Game: Lanc-Arnold Gambit, Schippler Gambit",201302,2.0
"Russian Game: Classical Attack, Chigorin Variation",201302,
Queen's Gambit Accepted: Schwartz Defense,201302,4.0
"Italian Game: Scotch Gambit, Janowski Defense",201302,12.0
Four Knights Game: Nimzowitsch (Paulsen),201302,2.0
"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid",201302,
Bogo-Indian Defense: Nimzowitsch Variation,201302,10.0
Queen's Pawn Game: Englund Gambit,201302,2.0
Benoni Defense: Weenink Variation,201302,6.0
Polish Opening: Dutch Defense,201302,3.0
Ruy Lopez: Brentano Gambit,201302,
"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation",201302,1.0
"Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack",201302,10.0
"French Defense: Winawer Variation, Poisoned Pawn Variation",201302,3.0
"Sicilian Defense: Najdorf Variation, Traditional Line",201302,1.0
"Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",201302,2.0
"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",201302,7.0
Sicilian Defense: Sozin Attack,201302,13.0
English Opening: Anglo-Gruenfeld Defense,201302,16.0
Ruy Lopez: Open Variations,201302,6.0
"Alekhine Defense: Modern Variation, Larsen-Haakert Variation",201302,16.0
Queen's Indian Defense: Petrosian Variation,201302,1.0
"Caro-Kann Defense: Panov Attack, Fianchetto Defense",201302,4.0
"Catalan Opening: Open Defense, Tarrasch Defense",201302,3.0
"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",201302,3.0
Italian Game: Evans Gambit Declined,201302,14.0
"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",201302,9.0
"Slav Defense: Exchange Variation, Symmetrical Line",201302,1.0
Zukertort Opening: Gruenfeld Reversed,201302,7.0
"Queen's Gambit Refused: Chigorin Defense, Lazard Gambit",201302,2.0
"Queen's Gambit Refused: Albin Countergambit, Fianchetto Variation, Bg4 Line",201302,5.0
"Sicilian Defense: Kan Variation, Modern Variation",201302,13.0
Zukertort Opening: St. George Defense,201302,8.0
"Sicilian Defense: Scheveningen Variation, Modern Variation",201302,3.0
"Queen's Gambit Declined: Lasker Defense, Teichmann Variation",201302,1.0
"Dutch Defense: Leningrad Variation, Matulovic Variation",201302,4.0
"Latvian Gambit Accepted, Bronstein Attack",201302,1.0
"St. George Defense: New St. George, Three Pawn Attack",201302,12.0
Bird Opening: Myers Defense,201302,2.0
"Catalan Opening: Open Defense, Modern Sharp Variation",201302,
Bogo-Indian Defense: Wade-Smyslov Variation,201302,5.0
"French Defense: Rubinstein Variation, Fort Knox Variation",201302,5.0
"Sicilian Defense: Paulsen Variation, Bastrikov Variation",201302,6.0
"English Opening: Symmetrical Variation, Four Knights Variation",201302,10.0
Three Knights Opening: Winawer Defense,201302,31.0
"Sicilian Defense: Dragon, Classical Attack",201302,8.0
"King's Pawn Game: Busch-Gass Gambit, Chiodini Gambit",201302,2.0
Russian Game: Karklins-Martinovsky Variation,201302,1.0
Nimzo-Indian Defense: Romanishin Variation,201302,1.0
Queen's Pawn Game: Zurich Gambit,201302,5.0
French Defense: Banzai-Leong Gambit,201302,1.0
"Ruy Lopez: Closed Variations, Pilnik Variation",201302,1.0
"Ruy Lopez: Schliemann Defense, Tartakower Variation",201302,
"Ruy Lopez: Marshall Attack, Modern Main Line",201302,3.0
"Vienna Game: Vienna Gambit, Breyer Variation",201302,1.0
"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense",201302,12.0
"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line",201302,
Petrov's Defense #3,201302,3.0
Reti Opening: Reversed Blumenfeld Gambit,201302,1.0
"Sicilian Defense: Dragon, Classical, Amsterdam Variation",201302,1.0
King's Pawn Game: Bavarian Gambit,201302,4.0
"Sicilian Defense: Wing Gambit, Deferred Variation",201302,3.0
"Sicilian Defense: Sozin Attack, Flank Variation",201302,1.0
"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Early Deviations",201302,1.0
Dutch Defense: Krause Variation,201302,
Sicilian Defense: Kan Variation,201302,26.0
Italian Game: Scotch Gambit Declined #2,201302,3.0
"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",201302,3.0
"Italian Game: Classical Variation, Greco Gambit",201302,6.0
"King's Gambit Accepted, Kieseritzky Gambit, Anderssen Defense",201302,1.0
"King's Gambit Accepted, Fischer Defense, Spanish Variation",201302,2.0
Rat Defense: Spike Attack,201302,2.0
Dutch Defense: Krejcik Gambit,201302,
"Caro-Kann Defense: Classical, Spassky Variation",201302,7.0
"King's Indian Defense: Orthodox Variation, Classical System",201302,2.0
"Vienna Game: Vienna Gambit, Quelle Gambit",201302,
"French Defense: Winawer Variation, Advance Variation #2",201302,7.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack #2",201302,4.0
Vulture Defense,201302,2.0
"Nimzo-Indian Defense: Classical Variation, Zurich Variation",201302,4.0
Sicilian Defense: Venice Attack,201302,1.0
Queen's Gambit Declined: Westphalian Variation,201302,
Mikenas Defense: Lithuanian Variation,201302,11.0
"Catalan Opening: Open Defense, Classical Line",201302,2.0
"Alekhine Defense: Krejcik Variation, Krejcik Gambit",201302,
"Russian Game: Classical Attack, Mason Variation",201302,2.0
"Russian Game: Classical Attack, Marshall Variation",201302,
"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line",201302,8.0
"Sicilian Defense: Closed Variation, Korchnoi Defense",201302,10.0
Polish Opening: Grigorian Variation,201302,6.0
"Modern Defense: Averbakh System, Randspringer Variation",201302,4.0
"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",201302,3.0
"King's Gambit, Falkbeer Countergambit, Pickler Gambit",201302,
"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",201302,4.0
Caro-Kann Defense: Toikkanen Gambit,201302,7.0
"Sicilian Defense: Dragon Variation, Classical Variation",201302,11.0
"Semi-Slav Defense: Marshall Gambit, Main Line",201302,2.0
English Defense: Perrin Variation,201302,
Pirc Defense: Classical Variation #2,201302,7.0
"Sicilian Defense: Nimzowitsch Variation, Closed Variation",201302,33.0
"Vienna Game: Vienna Gambit, Steinitz Gambit",201302,
Polish Opening: Wolferts Gambit,201302,
Vienna Game: Fyfe Gambit,201302,2.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation",201302,
"Nimzo-Indian Defense: Saemisch Variation, Accelerated",201302,22.0
"Ruy Lopez: Steinitz Defense, Nimzowitsch Attack",201302,7.0
"Pterodactyl Defense: Eastern, Pterodactyl",201302,1.0
"Gruenfeld Defense: Exchange Variation, Classical Variation",201302,1.0
Blackmar-Diemer Gambit: Tartakower Variation,201302,3.0
"English Opening: King's English Variation, Smyslov Defense",201302,2.0
"King's Gambit Accepted, Dodo Variation",201302,
Ponziani Opening: Romanishin Variation,201302,2.0
"Sicilian Defense: Wing Gambit, Abrahams Variation",201302,
King's Indian Attack: Wahls Defense,201302,15.0
Caro-Kann Defense: von Hennig Gambit,201302,4.0
Catalan Opening,201302,9.0
Budapest Defense: Fajarowicz-Steiner Variation,201302,1.0
"Sicilian Defense: Alapin Variation, Smith-Morra Declined",201302,2.0
Hungarian Opening: Dutch Defense,201302,14.0
"Ruy Lopez: Morphy Defense, Alapin's Defense Deferred",201302,
"French Defense: MacCutcheon Variation, Exchange Variation",201302,2.0
"English Opening: Anglo-Indian Defense, Old Indian Formation",201302,3.0
"King's Indian Defense: Petrosian Variation, Normal Defense",201302,2.0
Horwitz Defense: Zilbermints Gambit,201302,2.0
"English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit",201302,2.0
Van Geet Opening: Battambang Variation,201302,2.0
"King's Gambit, Falkbeer Countergambit, Anderssen Attack",201302,
"French Defense: Classical Variation, Svenonius Variation",201302,6.0
"Queen's Pawn Game: Veresov Attack, Richter Variation",201302,
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation",201302,
"King's Indian Defense: Fianchetto Variation, Yugoslav System, without Nc3",201302,2.0
"Polish Opening: King's Indian Variation, Schiffler Attack",201302,
Tarrasch Defense: Classical Variation,201302,3.0
Polish Opening: Bugayev Attack,201302,15.0
"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line",201302,4.0
Sicilian Defense: Kronberger Variation,201302,3.0
"French Defense: Advance Variation, Nimzowitsch Gambit",201302,2.0
"Sicilian Defense: Dragon Variation, Levenfish Variation",201302,2.0
"Italian Game: Two Knights Defense, Maroczy Variation",201302,1.0
"Philidor Defense: Nimzowitsch, Locock Variation",201302,
"Caro-Kann Defense: Panov Attack, Modern Defense",201302,12.0
"Nimzo-Indian Defense: 4.e3 e8g8, 5.Nf3, without ...d5",201302,
"Italian Game: Scotch Gambit, Anderssen Attack, Main Line",201302,
Scandinavian Defense: Lasker Variation,201302,17.0
Scotch Gambit,201302,8.0
"Sicilian Defense: O'Kelly Variation, Wing Gambit",201302,
"King's Pawn Game: Macleod Attack, Lasa Gambit",201302,5.0
"French Defense: Horwitz Attack, Papa-Ticulat Gambit",201302,6.0
"Blackmar-Diemer Gambit Declined, Langeheinecke Defense",201302,
"King's Gambit: Panteldakis Countergambit, Schiller's Defense",201302,
"Queen's Pawn Game: Veresov Attack, Boyce Defense",201302,6.0
"Queen's Gambit Refused: Albin Countergambit, Modern Line",201302,1.0
Scandinavian Defense: Portuguese Variation,201302,2.0
Scandinavian Defense: Richter Variation,201302,
Gruenfeld Defense: Opocensky Variation,201302,3.0
"Ruy Lopez: Closed Variations, Breyer Defense",201302,
Modern Defense: Neo-Modern Defense,201302,1.0
Dutch Defense: Janzen-Korchnoi Gambit,201302,
Owen Defense: Wind Gambit,201302,
King's Indian Attack: Sicilian Variation #2,201302,
"Queen's Pawn Game: Veresov Attack, Two Knights System",201302,2.0
Caro-Kann Defense: De Bruycker Defense,201302,3.0
"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line",201302,1.0
Nimzo-Indian Defense: Huebner Variation,201302,4.0
"French Defense: Winawer Variation, Advance Variation, Moscow Variation",201302,1.0
Sicilian Defense: Brussels Gambit,201302,1.0
Scotch Game: Alekhine Gambit,201302,5.0
"Italian Game: Evans Gambit, Tartakower Attack",201302,
Modern Defense: Gurgenidze Defense,201302,
"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",201302,
"Ruy Lopez: Marshall Attack, Main Line",201302,
"King's Gambit, Falkbeer Countergambit, Hinrichsen Gambit",201302,1.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Soltis Variation",201302,
"Ruy Lopez: Steinitz Defense, Center Gambit",201302,
English Opening: Mikenas-Carls Variation #3,201302,7.0
"Ruy Lopez: Closed Variations, Smyslov Defense",201302,3.0
"English Opening: Anglo-Indian Defense, Anglo-Gruenfeld Variation",201302,1.0
"Nimzo-Indian Defense: Classical Variation, Noa Variation",201302,6.0
Queen's Gambit Declined: Pseudo-Tarrasch Variation,201302,
"Nimzo-Indian Defense: Leningrad Variation, Benoni Defense",201302,
Sicilian Defense: Coles Sicilian Gambit,201302,1.0
King's Indian Defense: Larsen Variation,201302,8.0
"Sicilian Defense: Classical Variation, Fianchetto Variation",201302,
Gruenfeld Defense: Smyslov Defense,201302,3.0
"Sicilian Defense: Hyperaccelerated Pterodactyl, Exchange Variation",201302,
"Nimzo-Indian Defense: Classical Variation, Keres Defense",201302,4.0
Russian Game: Cochrane Gambit,201302,17.0
Grob Opening: Keene Defense,201302,
"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Retreat Line",201302,1.0
"Grob Opening: Spike, Hurst Attack",201302,2.0
"King's Gambit Accepted, Bonsch-Osmolovsky Variation",201302,7.0
Polish Opening: Queenside Defense,201302,1.0
"Sicilian Defense: Richter-Rauzer Variation, Dragon Variation",201302,
Ruy Lopez: Rotary-Albany Gambit,201302,4.0
"Caro-Kann Defense: Classical Variation, Lobron System",201302,
French Defense: Franco-Hiva Gambit I Accepted,201302,1.0
"Ruy Lopez: Morphy Defense, Arkhangelsk Variation",201302,3.0
"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",201302,3.0
"Sicilian Defense: Delayed Alapin, Basman-Palatnik Gambit",201302,
Sicilian Defense: Flohr Variation,201302,6.0
"Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit",201302,1.0
Sicilian Defense: Kveinis Variation,201302,2.0
"King's Indian, Fianchetto, Classical Variation, 8.e4",201302,5.0
"King's Gambit Accepted, Bishop's Gambit, Bledow Countergambit",201302,1.0
"Sicilian Defense: Najdorf Variation, Adams Attack",201302,6.0
Modern Defense: Fianchetto Gambit,201302,4.0
Vienna Game: Giraffe Attack,201302,1.0
Zukertort Opening: Lisitsyn Gambit Deferred,201302,3.0
Polish Opening: Symmetrical Variation,201302,9.0
Ruy Lopez: Pollock Defense,201302,1.0
"Queen's Gambit Refused: Austrian Defense, Gusev Countergambit",201302,1.0
"Italian Game: Classical Variation, Greco Gambit, Main Line",201302,8.0
"Sicilian Defense: Wing Gambit, Carlsbad Variation",201302,5.0
"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit",201302,
Nimzo-Indian Defense: Normal Line,201302,20.0
"Catalan Opening: Closed Variation, Traditional Variation",201302,
"English Opening: King's English Variation, Troger Defense",201302,1.0
"Queen's Pawn Game: Barry Attack, Gruenfeld Variation",201302,1.0
"Blackmar-Diemer, Lemberger Countergambit",201302,2.0
"Philidor Defense: Philidor Countergambit, del Rio Attack",201302,1.0
"Russian Game: Classical Attack, Staunton Variation",201302,
Dutch Defense: Leningrad Variation,201302,1.0
"Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit",201302,4.0
"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit",201302,8.0
Italian Game: Scotch Gambit,201302,4.0
"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, III",201302,1.0
"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense",201302,2.0
"Ruy Lopez: Marshall Attack, Original Marshall Attack",201302,1.0
"King's Gambit Declined: Falkbeer, Rubinstein Variation",201302,3.0
"French Defense: Classical Variation, Tarrasch Variation",201302,1.0
"Reti Opening: Anglo-Slav Variation, New York System",201302,1.0
Bishop's Opening: Anderssen Gambit,201302,10.0
"English Opening: Agincourt Defense, Wimpy System",201302,2.0
"English Opening: King's English Variation, Four Knights Variation, Quiet Line #3",201302,5.0
Zukertort Opening: Ware Defense,201302,5.0
"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",201302,3.0
Nimzo-Indian Defense: Spielmann Variation,201302,1.0
"Reti Opening: Advance Variation, Michel Gambit",201302,
"French Defense: Winawer Variation, Positional Variation",201302,2.0
"Sicilian Defense: Classical Variation, Anti-Sozin Variation",201302,2.0
"Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation",201302,3.0
"Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation",201302,
"Ruy Lopez: Schliemann Defense, Schoenemann Attack",201302,2.0
"Van Geet Opening: Gruenfeld Defense, Steiner Gambit",201302,
"Gruenfeld Defense: Brinckmann Attack, Gruenfeld Gambit",201302,
"French Defense: Winawer Variation, Alekhine Gambit Accepted",201302,3.0
"King's Indian Defense: Fianchetto Variation, Simagin Variation",201302,
Queen's Indian Defense: Capablanca Variation,201302,1.0
Center Game: von der Lasa Gambit,201302,12.0
"Ruy Lopez: Closed Variations, Zaitsev System",201302,
"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",201302,
"Ruy Lopez: Berlin Defense, Rio de Janeiro Variation",201302,2.0
"English Opening: Agincourt Defense, Bogoljubov Defense",201302,
"Neo-Gruenfeld Defense: Exchange Variation, with 6.e4",201302,
Philidor Defense: Alapin-Blackburne Gambit,201302,
"King's Gambit Accepted, Kieseritzky Gambit, Rosenthal Defense",201302,2.0
"Ruy Lopez: Open Variations, Main Line",201302,1.0
"Four Knights Game: Rubinstein Countergambit, Henneberger Variation",201302,
"English Opening: Anglo-Indian Defense, Nimzo-English",201302,2.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",201302,5.0
"Benko Gambit Accepted, Dlugy Variation",201302,
"King's Gambit Accepted, Greco Gambit",201302,2.0
Indian Game: Gibbins-Wiedenhagen Gambit Accepted,201302,2.0
"Indian Game: King's Indian Variation, Fianchetto Variation",201302,5.0
"Old Indian Defense: Janowski Variation, Main Line",201302,3.0
Zukertort Opening: Basman Defense,201302,5.0
Gruenfeld Defense: Lutikov Variation,201302,7.0
"Ruy Lopez: Morphy Defense, Breyer Defense, Quiet Variation",201302,
English Orangutan,201302,3.0
"Sicilian Defense: Richter-Rauzer, 6...e6",201302,7.0
Benoni Defense: Classical Variation,201302,10.0
"Queen's Pawn Game: Torre Attack, Breyer Variation",201302,
Nimzowitsch Defense: El Columpio Defense,201302,9.0
Queen's Gambit Declined: Been-Koomen Variation,201302,2.0
"Queen's Gambit Accepted: Classical Defense, Main Line",201302,2.0
"English Opening: Agincourt Defense, Catalan Defense Accepted",201302,1.0
King's Indian Defense: Semi-Averbakh System,201302,3.0
"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line",201302,1.0
Zukertort Opening: Herrstrom Gambit,201302,1.0
"King's Gambit Accepted: Allgaier, Schlechter Defense",201302,
"Queen's Gambit Accepted: Classical Defense, Normal Line",201302,
"Russian Game: Classical Attack, Chigorin Variation, Main Line",201302,
